hhid|Regular_Carbonated|Juice|Baking_Supplies|Spices|Bottled_Water|Bath_Tissue|Baking
100550767|1|1|0|1|1|1|0
100550770|1|1|0|0|1|0|0
100550771|1|1|1|1|1|1|1
100550774|1|1|0|1|1|1|0
100550789|1|1|1|1|1|1|1
100550790|1|1|1|1|1|1|1
100550791|0|0|0|0|0|1|0
100550795|1|1|1|1|1|1|1
100550798|0|0|1|0|0|0|1
100550800|1|1|1|0|0|1|0
100550804|0|0|1|0|0|0|0
100550807|1|0|0|0|0|0|0
100550809|1|1|0|1|1|0|0
100550812|1|1|1|1|1|1|1
100550813|1|1|1|1|1|1|1
100550821|1|0|0|0|0|0|0
100550832|1|1|0|0|0|1|0
100550836|1|1|1|1|1|1|1
100550841|1|1|1|1|0|1|1
100550846|1|1|1|1|1|1|1
100550858|1|1|1|1|1|1|1
100550860|1|1|1|1|0|1|1
100550861|1|0|1|0|0|1|1
100550867|1|1|1|1|1|1|1
100550870|1|0|1|0|0|1|1
100550871|1|1|1|0|0|1|1
100550872|1|0|0|0|0|1|0
100550876|1|1|1|1|1|1|1
100550878|1|1|0|0|0|1|0
100550884|1|1|1|0|1|1|1
100550893|1|1|1|1|1|1|1
100550894|1|1|1|1|1|1|1
100550897|0|0|0|1|0|0|0
100550898|1|1|1|1|1|1|1
100550903|1|1|1|1|1|1|1
100550905|0|0|1|0|0|0|1
100550906|1|0|0|1|0|1|0
100550914|1|0|1|0|0|1|1
100550916|0|0|1|0|0|0|1
100550925|1|1|1|1|1|1|1
100550926|1|1|1|1|1|1|1
100550927|1|1|0|0|1|1|0
100550940|1|1|0|1|1|0|0
100550943|1|1|1|1|1|1|1
100550950|1|1|1|1|1|1|1
100550953|0|1|1|1|1|1|1
100550956|1|0|1|1|1|1|1
100550957|1|1|1|1|1|1|1
100550958|1|0|0|0|0|1|0
100550963|1|1|1|1|1|1|1
100550965|1|1|1|1|0|1|1
100550967|0|0|1|1|0|0|1
100550968|1|1|1|1|1|1|1
100550969|1|0|1|1|1|1|0
100550974|0|0|1|0|0|0|1
100550975|1|1|1|1|1|1|1
100550980|1|0|0|0|1|1|0
100550981|1|1|1|0|1|1|1
100550982|1|1|1|1|1|1|1
100550989|1|1|1|1|1|1|1
100550991|1|1|1|1|0|1|1
100550992|1|0|1|0|0|1|0
100550993|1|1|0|1|1|1|0
100550999|1|1|1|1|1|1|1
1005510|1|1|1|1|1|1|1
100551000|0|0|1|0|0|0|1
100551002|0|0|1|1|0|0|1
100551005|1|1|1|1|1|1|1
100551007|1|1|1|1|1|0|1
100551012|1|0|1|1|0|1|0
100551025|1|1|1|1|0|1|1
100551026|1|1|1|1|1|1|1
100551028|1|1|1|1|1|1|1
100551029|1|1|1|1|1|0|1
100551033|1|1|0|0|0|0|0
100551034|1|1|1|0|1|1|1
100551036|0|0|1|0|0|0|1
100551043|0|0|1|0|0|1|1
100551044|0|0|0|0|0|1|0
100551047|0|0|1|0|0|1|1
100551052|1|1|1|1|1|1|0
100551053|0|1|0|0|0|0|0
100551054|1|1|1|1|1|1|1
100551055|1|1|1|1|1|1|1
100551061|1|1|1|1|1|1|1
100551072|1|1|1|1|1|0|1
100551078|1|1|1|1|1|1|1
100551081|1|0|1|1|0|1|1
100551092|1|1|1|1|1|1|1
100551095|1|1|1|1|1|1|1
100551096|1|0|1|0|0|1|0
1005511|0|1|1|0|0|1|1
100551104|1|1|1|1|1|1|1
100551105|1|1|1|1|1|1|1
100551109|1|1|0|1|1|1|0
100551113|1|1|1|0|0|1|1
100551118|1|1|0|1|1|0|0
100551124|0|0|0|0|0|1|0
100551125|1|0|0|0|0|0|0
100551127|1|1|0|0|0|1|0
100551136|0|0|1|0|0|0|1
100551142|1|1|1|1|1|1|1
100551148|1|0|0|1|0|0|0
100551155|1|1|1|1|1|1|1
100551156|1|1|1|1|0|1|1
100551158|0|0|0|0|0|1|1
100551159|1|1|1|1|1|1|1
100551161|1|1|1|1|1|1|1
100551164|1|1|1|1|1|1|1
100551167|1|1|0|1|1|0|0
100551168|1|1|0|1|1|1|0
100551169|1|1|0|0|1|1|0
100551170|1|0|0|0|0|0|0
100551171|0|0|1|0|0|0|1
100551176|1|1|1|0|0|1|1
100551178|1|1|1|0|0|1|1
100551180|1|1|0|1|1|1|0
100551184|1|1|1|1|1|1|1
100551185|1|1|1|1|1|1|1
100551186|1|1|1|1|1|1|1
100551187|1|1|0|1|1|1|0
100551188|1|0|1|0|0|0|1
100551193|0|0|1|1|0|1|0
100551195|1|0|0|0|0|0|0
100551198|0|0|0|0|0|1|0
100551200|1|1|0|1|1|1|0
100551201|1|1|1|1|1|1|1
100551204|0|0|0|0|0|1|0
100551212|1|1|0|0|0|0|0
100551213|1|1|1|1|1|1|1
100551227|1|1|1|1|1|1|1
100551232|0|0|1|1|0|0|0
100551234|1|0|0|0|0|0|0
100551235|1|1|1|1|0|1|1
100551237|1|0|1|1|1|1|1
100551239|1|1|1|1|1|1|1
100551241|1|0|0|0|0|0|0
100551242|1|1|1|0|0|1|1
100551243|0|1|1|1|0|0|1
100551252|1|1|1|1|1|1|1
100551257|1|1|1|1|1|1|1
100551258|1|1|1|0|1|0|1
100551261|1|1|1|1|1|1|1
100551263|1|1|1|0|0|1|1
100551268|0|0|1|1|0|1|1
100551273|1|1|1|1|1|1|1
100551277|1|0|0|0|0|1|0
100551281|1|1|1|1|1|0|1
100551284|1|0|0|1|0|0|0
100551285|1|1|1|1|1|1|1
100551287|1|1|1|1|1|1|1
100551296|0|0|1|0|0|1|1
100551297|1|1|0|1|0|0|0
100551299|0|0|1|1|0|0|1
1005513|0|1|1|1|1|0|1
100551300|0|1|1|1|1|0|1
100551302|1|1|1|1|0|1|1
100551303|1|0|0|0|0|0|0
100551304|1|0|0|0|0|0|0
100551305|1|0|0|0|0|0|0
100551306|1|1|1|1|1|1|1
100551307|0|0|1|1|1|1|1
100551312|0|0|1|0|0|0|1
100551325|1|1|1|1|1|0|1
100551333|1|1|1|1|1|1|1
100551336|1|1|1|1|1|1|1
100551338|0|0|0|0|0|1|0
100551339|0|0|1|1|1|0|1
100551340|1|1|1|1|1|1|1
100551341|1|1|1|1|1|1|1
100551342|1|1|0|0|0|0|0
100551343|1|0|0|1|0|0|0
100551347|1|1|0|0|1|1|0
100551348|1|0|1|1|0|1|1
100551350|1|1|0|1|1|1|0
100551351|1|1|1|0|0|0|1
100551352|1|1|1|1|1|1|1
100551355|1|1|0|0|0|0|0
100551356|1|0|1|1|1|1|0
100551359|1|1|0|1|1|0|0
100551360|0|0|0|1|1|0|0
100551361|0|0|0|1|0|1|0
100551364|1|0|0|0|0|0|0
100551368|1|1|1|1|1|1|1
100551369|1|1|1|0|1|1|1
100551370|1|1|1|1|1|1|1
100551374|1|1|1|1|1|1|1
100551380|0|1|1|1|1|0|0
100551381|0|0|0|0|0|1|0
100551384|1|1|1|1|1|1|1
100551390|1|1|0|0|0|0|0
100551394|1|1|1|0|1|1|1
100551397|1|1|1|1|1|1|1
100551401|1|1|0|0|0|0|0
100551409|0|0|1|0|0|1|1
100551415|0|0|1|0|0|1|1
100551417|1|1|1|1|1|1|1
100551420|0|0|0|0|0|1|1
100551425|1|1|1|1|1|1|1
100551427|1|1|0|0|0|0|0
100551429|1|1|1|1|1|1|1
100551437|0|0|0|0|0|1|0
100551440|1|1|1|1|1|1|1
100551444|1|1|1|1|1|1|1
100551449|0|0|1|1|1|0|1
100551453|0|0|0|1|1|0|0
100551462|1|1|1|1|1|1|1
100551468|0|0|1|1|0|0|1
100551471|1|0|0|0|0|0|0
100551472|0|1|1|1|1|0|1
100551474|0|0|1|0|0|0|1
100551478|1|1|1|1|1|1|1
100551480|1|1|1|1|1|1|1
100551481|1|1|1|1|1|1|0
100551482|0|0|1|1|0|0|1
100551485|1|1|1|1|1|1|1
100551490|0|0|0|0|0|1|0
100551491|1|1|1|1|1|1|0
100551492|1|1|1|1|1|1|1
100551496|1|1|1|0|1|1|1
100551497|0|0|1|1|0|0|0
100551499|1|0|1|0|0|1|0
100551502|1|1|0|1|1|0|0
100551503|0|0|0|0|0|1|0
100551504|1|1|1|1|1|1|1
100551511|1|1|1|1|1|1|1
100551519|1|1|1|1|1|1|1
100551520|1|1|1|1|1|1|1
100551521|1|1|1|1|1|0|1
100551522|0|0|1|0|0|0|1
100551528|0|0|0|0|0|1|0
100551534|0|0|0|0|0|1|0
100551536|1|1|1|0|1|1|1
100551539|1|1|1|1|1|1|1
100551542|0|0|1|0|0|1|0
100551551|1|1|1|1|1|1|1
100551553|1|1|1|1|1|1|1
100551556|1|1|1|1|1|1|1
100551560|0|0|0|1|0|0|0
100551566|0|0|1|0|0|0|1
10055157|0|1|1|1|1|0|1
100551577|0|1|1|1|1|0|1
100551581|1|1|1|0|0|1|1
100551585|1|1|1|1|1|1|1
100551586|1|1|1|1|1|1|1
100551594|1|0|1|0|1|0|0
100551598|1|1|1|1|1|1|1
1005516|1|0|1|1|0|1|1
100551612|0|1|1|1|1|0|1
100551618|1|1|1|1|1|1|0
100551621|0|1|1|1|0|0|1
100551625|1|1|1|1|1|1|1
100551626|1|1|0|1|1|1|0
100551631|0|1|1|0|0|1|1
100551633|1|1|1|1|1|1|1
100551639|0|0|1|0|0|0|1
100551640|1|0|0|0|0|0|0
100551648|0|0|1|0|0|0|1
100551653|1|1|0|0|0|1|0
100551660|1|0|1|1|0|1|1
100551664|1|0|0|0|0|0|0
100551665|1|0|1|1|0|1|1
100551666|0|0|1|0|0|0|0
100551669|1|1|1|1|1|0|1
100551675|1|1|1|1|1|1|1
100551677|1|0|0|0|0|1|0
100551679|1|1|1|1|1|1|1
100551680|0|0|1|0|0|0|1
100551684|1|1|1|1|1|0|1
100551686|1|1|1|0|1|1|1
100551694|1|0|1|0|1|1|1
100551699|1|1|1|1|1|1|1
1005517|0|0|1|0|0|1|0
100551703|1|1|1|1|1|1|1
100551708|1|1|1|1|1|1|1
100551712|1|1|1|0|1|1|1
100551713|1|1|1|1|1|1|1
100551714|0|0|1|0|0|0|1
100551718|1|1|1|1|1|1|1
100551720|1|1|1|1|1|1|1
100551721|1|1|1|1|1|1|1
100551722|1|1|1|1|1|1|1
100551723|0|0|0|0|0|1|0
100551726|1|0|1|0|0|1|1
100551727|1|0|0|0|0|1|0
100551740|1|0|1|1|0|1|1
100551743|1|1|1|1|1|1|0
100551750|1|0|1|0|0|1|0
100551753|0|0|1|0|0|0|1
100551755|1|0|0|0|0|1|0
100551758|1|0|0|0|0|0|0
100551760|1|1|1|0|1|1|1
100551762|1|0|0|0|1|0|1
100551770|0|1|1|1|0|0|1
100551773|1|1|0|1|0|1|0
100551775|1|1|1|1|1|1|1
100551777|1|1|1|1|0|1|1
100551778|1|1|0|1|1|1|0
100551781|1|1|1|1|1|1|1
100551783|0|0|0|0|0|1|0
100551784|1|1|1|1|1|1|1
100551795|1|1|1|1|1|1|1
100551800|1|1|1|1|1|1|1
100551805|1|0|0|1|1|1|0
100551812|0|0|0|0|0|1|0
100551813|0|0|0|1|0|0|0
100551814|1|1|0|1|1|1|0
100551815|1|1|1|1|1|1|1
100551819|0|0|1|0|0|0|0
100551820|0|0|1|0|0|0|0
100551822|1|1|1|1|1|0|1
100551827|1|1|1|1|0|1|1
100551828|0|0|1|0|0|1|0
100551829|0|0|1|0|0|0|1
100551836|1|1|1|1|1|1|1
100551845|1|1|0|0|1|1|0
100551848|1|1|0|1|1|1|0
100551854|1|1|1|0|1|1|1
100551855|1|0|0|1|0|0|0
100551858|1|1|1|1|1|1|1
100551859|1|1|0|1|0|1|0
100551860|1|1|0|1|1|1|0
100551861|1|1|1|1|1|1|1
100551862|0|0|0|0|0|1|0
100551866|1|1|1|1|1|1|1
100551869|1|1|1|0|1|0|1
100551880|1|1|1|1|1|1|1
100551883|1|1|1|1|1|1|1
100551892|1|1|0|0|1|1|0
100551894|0|0|1|0|0|0|1
100551896|1|0|1|0|1|0|1
100551904|1|0|1|0|0|1|1
100551907|0|0|0|0|0|1|0
100551910|0|0|0|0|0|1|0
100551912|1|1|1|1|1|1|1
100551914|1|1|1|1|1|1|1
100551915|0|0|1|0|0|1|1
100551920|1|1|1|1|1|1|1
100551925|1|1|0|1|1|0|0
100551930|1|0|0|0|0|1|0
100551931|0|0|0|0|0|1|0
100551932|0|0|0|0|0|1|0
100551935|1|1|1|1|1|1|1
100551936|1|1|1|1|1|1|1
100551942|1|0|0|0|0|1|0
100551944|1|1|1|1|1|1|1
100551945|1|0|0|0|0|0|0
100551946|1|1|1|1|1|1|1
100551948|0|1|1|1|0|0|1
100551955|1|1|1|1|1|1|1
100551957|0|0|1|0|0|0|0
100551961|1|1|1|1|1|1|1
100551963|0|0|1|0|0|0|1
100551968|1|1|1|1|1|1|1
100551975|1|1|0|1|1|0|0
100551977|0|0|0|0|0|1|0
100551980|1|1|0|1|0|0|0
100551981|1|1|1|0|1|1|1
100551982|1|1|1|1|1|1|1
100551984|0|0|1|0|0|1|0
100551987|1|0|0|0|0|0|0
100551993|1|0|0|0|0|1|0
100551995|1|1|1|1|1|1|1
100551998|1|1|0|0|0|0|0
100552|1|1|1|1|1|1|1
100552004|1|0|0|0|0|1|0
100552008|1|1|1|1|1|1|1
100552009|1|1|1|1|1|1|1
100552014|0|0|0|0|0|1|0
100552021|0|1|1|1|1|1|1
100552023|0|1|1|0|0|1|1
100552029|1|1|1|1|1|1|1
100552031|1|1|1|1|1|1|1
100552037|1|1|1|1|1|1|1
100552039|1|1|1|1|1|1|1
100552044|0|0|1|1|0|0|1
100552047|1|0|0|1|0|0|0
100552052|1|1|1|1|1|1|1
100552053|0|0|1|0|0|1|1
100552054|1|1|1|1|0|1|1
100552061|1|1|1|1|1|0|1
100552066|1|0|0|0|0|0|0
100552068|0|0|1|0|0|0|1
100552070|0|0|0|0|0|1|0
100552079|1|1|1|1|0|1|1
100552084|0|0|1|1|1|0|1
100552088|1|0|0|0|0|1|0
100552090|0|0|1|0|0|0|0
100552091|1|1|0|0|1|1|0
100552096|0|1|1|1|0|0|1
100552098|1|1|0|1|1|0|0
1005521|1|1|1|1|1|1|1
100552102|1|1|1|1|1|1|1
100552104|1|1|1|1|1|1|1
100552108|1|0|1|0|0|1|0
100552109|1|0|1|0|0|1|1
100552117|1|1|1|1|1|1|1
100552118|0|0|1|0|0|1|1
100552120|0|0|0|1|0|0|0
100552121|1|1|1|1|1|1|1
100552127|1|1|1|1|1|1|1
100552130|1|1|0|1|1|0|0
100552133|1|1|1|1|1|1|1
100552134|1|1|0|0|1|1|0
100552137|1|1|1|1|1|1|1
100552138|0|1|1|1|1|0|1
100552142|1|1|1|1|1|1|1
100552148|1|1|0|1|1|1|0
100552149|1|1|1|1|1|1|1
100552158|1|1|1|1|1|1|1
100552160|0|1|0|0|0|0|0
100552161|1|1|1|1|1|1|1
100552164|1|1|1|1|1|1|1
100552168|0|0|1|0|0|0|0
100552172|1|1|1|1|1|1|1
100552175|1|1|0|1|1|1|0
100552178|1|1|1|1|1|1|1
100552179|1|1|0|0|0|0|0
10055218|0|0|0|1|1|1|0
100552181|1|1|1|0|0|0|1
100552183|1|1|1|1|1|1|1
100552186|1|1|1|1|1|1|1
100552188|0|1|0|1|0|1|0
100552189|0|0|1|1|0|0|0
100552192|1|1|1|1|1|1|1
100552193|0|1|1|0|0|1|1
100552198|0|0|0|0|1|0|0
100552204|1|1|1|1|1|1|1
100552208|1|1|1|1|1|0|1
100552210|0|1|1|0|0|1|0
100552211|0|0|1|1|0|0|1
100552218|0|0|0|1|0|0|0
100552219|1|0|0|0|0|1|0
100552222|1|1|1|0|1|1|1
100552223|1|1|1|1|1|1|1
100552225|1|0|1|0|1|1|0
100552230|0|0|1|1|0|0|1
100552231|0|0|0|0|1|1|0
100552233|1|1|0|1|1|1|0
100552238|1|1|1|1|1|1|1
100552250|0|0|1|0|0|1|0
100552252|0|0|0|0|0|1|0
100552257|1|1|0|0|0|1|0
100552258|1|0|0|0|0|1|0
100552261|0|0|1|1|1|0|0
100552265|0|1|1|0|1|0|1
100552268|1|1|1|1|1|1|1
100552271|1|1|0|0|0|1|0
100552274|1|1|1|1|1|1|1
100552279|1|1|1|1|1|1|1
100552282|1|1|0|0|1|1|0
100552283|1|1|1|1|1|1|1
100552284|1|0|0|0|0|0|0
100552287|0|0|1|0|0|0|1
100552293|1|1|1|1|1|1|1
100552297|0|0|0|0|0|1|0
1005523|1|1|1|1|1|1|1
100552302|1|1|1|1|1|1|1
100552305|1|1|0|0|0|0|0
100552306|1|1|1|0|0|1|0
100552309|0|0|1|0|0|0|1
100552310|1|1|1|1|1|1|1
100552311|0|1|1|0|1|0|1
100552320|1|1|1|1|1|1|1
100552331|1|0|1|0|0|1|1
100552333|1|1|1|1|1|1|1
100552336|1|1|1|1|1|1|1
100552337|1|1|0|1|1|1|0
100552341|1|1|0|1|1|0|0
100552342|1|1|1|1|1|1|1
100552345|1|1|0|0|1|0|0
100552356|1|0|1|0|0|1|1
100552358|1|1|0|0|0|0|0
100552359|1|1|1|1|0|1|1
100552362|1|1|1|1|1|1|1
100552363|1|1|1|1|1|1|1
100552364|1|1|1|1|1|1|1
100552367|1|1|1|1|1|1|1
100552385|0|0|0|0|0|1|0
100552387|1|1|1|1|1|1|1
100552396|1|0|0|0|0|1|0
100552397|1|1|1|1|1|1|1
100552403|1|1|1|1|1|1|1
100552405|1|1|0|1|0|1|0
100552406|1|0|0|0|0|0|0
100552410|1|1|0|1|1|1|0
100552411|1|1|1|1|1|1|1
100552417|1|1|1|1|1|1|1
100552419|1|1|1|1|1|1|0
100552424|1|0|0|0|0|0|0
100552427|0|0|1|0|0|1|1
100552433|1|1|1|1|1|1|1
100552437|1|1|1|1|1|1|1
100552438|1|1|0|1|1|1|0
100552441|1|1|0|0|1|0|0
100552442|0|1|0|0|0|0|0
100552443|1|1|1|1|1|1|1
100552445|1|0|0|0|0|1|0
100552451|1|0|0|0|0|0|0
100552453|0|0|1|0|0|0|1
100552455|1|1|0|1|1|0|0
100552467|0|0|0|0|0|1|0
100552468|1|0|0|0|0|0|0
100552472|1|1|0|0|0|0|0
100552475|1|1|0|0|0|0|0
100552478|1|1|1|1|1|1|1
100552479|1|0|0|1|1|0|0
100552483|1|1|1|1|1|1|1
100552484|1|0|0|0|0|0|0
100552486|1|0|0|0|0|0|0
100552488|1|0|0|0|0|0|0
100552493|1|1|0|0|0|1|0
100552494|1|1|1|1|1|1|1
100552497|1|1|1|1|1|1|1
100552499|1|1|1|1|1|1|1
100552500|1|1|1|1|1|1|1
100552501|1|1|1|1|1|1|1
100552502|1|1|1|1|1|1|1
100552506|1|1|1|1|1|1|1
100552507|0|0|0|0|0|1|0
100552508|1|1|1|1|1|1|1
100552510|1|1|1|1|1|1|1
100552511|1|0|0|0|0|1|0
100552515|1|1|1|1|1|1|1
100552522|1|1|1|0|1|1|1
100552523|1|1|1|1|1|1|1
100552527|1|1|1|1|1|1|1
100552544|1|1|1|1|1|0|1
100552546|1|1|0|1|1|1|0
100552551|1|0|1|0|0|0|1
100552552|1|1|1|1|1|1|1
100552553|1|1|1|1|1|1|1
100552556|1|1|1|1|1|1|1
100552559|1|1|1|1|1|1|1
100552561|1|1|1|1|1|0|1
100552562|1|1|1|1|1|0|1
100552565|1|1|1|0|1|1|0
100552569|1|1|1|1|1|0|1
100552570|1|1|1|1|0|1|1
100552572|1|1|1|1|1|0|1
100552575|0|1|1|1|1|1|1
100552576|1|1|1|1|1|1|1
100552577|1|1|1|1|1|1|1
100552581|0|0|0|0|0|1|0
100552587|1|0|1|1|1|0|1
100552594|1|1|1|1|1|1|1
100552600|0|0|1|0|0|0|1
100552602|1|1|1|0|1|1|1
100552604|1|1|1|1|1|1|1
100552605|0|0|1|0|0|1|1
100552606|0|0|1|0|0|0|1
100552607|1|1|1|1|1|1|1
100552613|1|0|0|0|0|0|0
100552616|1|1|1|0|0|1|1
100552619|1|1|0|1|1|1|0
100552622|1|1|0|1|1|1|0
100552624|0|0|1|0|0|1|1
100552628|1|1|1|1|1|0|1
100552636|1|1|1|1|1|1|1
100552637|1|1|0|1|1|0|0
100552638|1|1|1|0|1|0|1
100552652|1|1|1|1|1|1|1
100552653|1|1|0|0|0|1|0
100552655|0|1|1|1|0|1|1
100552656|1|1|1|1|1|0|1
100552657|1|1|1|1|1|1|1
100552658|1|0|1|0|1|0|1
100552662|1|0|0|0|0|1|0
100552664|0|0|1|0|0|0|1
100552666|0|0|1|0|0|0|1
100552668|1|1|0|1|1|0|0
100552670|1|1|0|0|1|1|0
100552673|0|0|0|0|0|1|0
100552675|1|1|1|1|1|1|1
100552678|1|1|0|1|1|1|0
100552679|0|1|1|1|1|0|1
100552681|1|1|1|1|1|1|1
100552686|1|1|0|1|1|1|0
10055269|1|1|1|1|1|1|1
100552693|1|1|1|1|1|1|1
100552698|1|1|1|1|1|1|1
100552699|1|1|0|0|0|0|0
1005527|0|0|1|0|0|0|1
100552700|1|1|1|1|1|1|1
100552702|1|1|0|0|1|1|0
100552703|0|0|0|0|0|1|0
100552708|1|1|0|0|1|0|0
100552713|1|1|1|1|1|1|1
100552719|1|1|1|1|1|1|1
100552734|1|1|1|0|1|1|1
100552736|1|1|1|1|1|1|1
100552741|1|0|0|0|0|0|0
100552742|1|1|1|1|1|1|1
100552749|1|1|0|1|1|1|0
100552750|1|1|1|1|1|1|1
100552752|1|1|1|1|1|1|1
100552753|0|0|1|0|0|0|1
100552754|0|0|1|1|0|1|1
100552759|1|1|1|1|1|1|1
100552761|1|1|1|1|1|1|1
100552768|1|1|1|1|1|1|0
100552777|1|1|0|1|1|1|0
100552780|1|1|1|1|1|1|1
100552782|1|1|1|1|1|1|1
100552786|0|0|0|0|0|1|0
100552788|0|1|1|1|0|1|1
100552794|0|0|1|0|0|0|1
100552796|1|1|1|0|1|0|1
100552807|1|1|0|0|0|1|0
100552811|1|0|0|0|0|1|0
100552815|1|1|0|1|0|1|0
100552818|1|1|1|1|1|1|1
100552820|1|1|1|1|1|0|1
100552822|1|1|0|0|1|1|0
100552824|1|1|1|1|1|1|1
100552826|1|1|0|0|0|0|0
100552830|1|1|1|1|1|1|1
100552832|1|1|1|0|0|1|1
100552833|0|0|1|0|0|0|1
100552835|1|0|0|0|0|1|0
100552836|1|1|1|1|1|1|1
100552859|1|1|1|1|1|1|1
100552864|1|1|0|1|0|0|0
100552868|1|1|0|0|1|1|0
100552872|0|0|0|0|1|0|0
100552876|1|1|0|0|0|0|0
100552877|1|1|1|1|1|1|1
100552879|1|1|1|1|1|1|1
100552882|0|0|1|0|0|1|1
100552886|1|0|1|1|1|0|1
100552887|0|0|1|0|0|1|1
100552889|1|1|1|1|0|1|1
100552897|1|0|1|0|0|1|1
100552899|1|1|1|1|1|1|1
100552901|1|1|0|1|1|1|0
100552902|1|0|0|0|0|0|0
100552903|1|1|1|1|1|1|1
100552909|1|0|1|0|0|0|1
100552911|1|1|1|1|1|1|1
100552914|0|0|1|0|0|0|1
100552916|1|0|0|0|0|1|0
100552918|1|1|1|1|1|0|1
100552920|1|1|1|1|1|1|1
100552926|1|1|1|1|1|1|1
100552929|1|1|1|1|1|1|1
100552935|1|1|1|1|0|1|1
100552938|0|0|1|1|1|1|1
100552939|1|1|1|1|1|1|1
100552941|0|0|0|1|0|0|0
100552944|0|0|0|0|0|1|0
100552945|1|0|1|0|0|1|1
100552946|1|1|1|1|1|1|1
100552947|1|0|0|1|0|1|0
100552949|1|0|0|0|0|0|0
100552951|1|1|1|1|1|1|1
100552954|1|1|1|0|1|1|0
100552955|1|1|1|1|1|1|1
100552970|1|1|1|0|0|1|1
100552976|0|0|1|1|0|1|1
100552980|1|1|1|1|1|1|1
100552982|0|0|1|0|0|0|0
100552983|1|1|1|1|0|1|1
100552989|1|1|1|1|1|1|1
100552990|1|1|0|0|0|1|0
100552992|0|0|0|0|0|1|0
100553012|1|1|1|1|1|1|1
100553016|1|1|1|1|1|1|1
100553020|0|0|0|0|0|1|0
100553024|0|0|1|0|0|0|1
100553025|1|1|1|1|1|1|1
100553026|1|1|1|1|1|1|1
100553027|1|1|1|1|1|1|1
100553030|0|0|1|1|0|0|1
100553035|1|1|0|1|1|1|0
100553041|1|1|1|1|0|0|1
100553043|0|0|0|1|0|0|0
100553067|1|1|1|1|1|1|1
100553075|1|1|1|1|1|1|1
100553079|0|1|1|1|1|0|1
100553081|1|1|1|1|1|1|1
100553082|1|0|0|0|1|0|0
100553086|0|1|0|0|0|1|0
100553087|1|1|0|0|0|0|0
100553091|1|1|1|1|1|1|1
100553093|1|1|1|1|1|1|1
100553099|1|1|1|1|1|1|1
1005531|1|0|1|0|0|0|1
100553101|0|1|1|1|1|0|1
100553106|1|0|0|0|0|0|0
100553108|1|1|1|0|0|1|1
100553110|1|0|0|0|0|0|0
100553111|0|0|1|1|0|0|1
100553116|0|0|1|0|0|0|1
100553121|0|0|0|0|0|1|0
100553122|1|1|0|0|0|1|0
100553123|1|1|1|1|1|1|1
100553126|1|1|0|1|0|1|0
100553128|1|1|1|1|1|0|1
100553133|1|1|0|1|1|1|0
100553138|1|1|1|1|1|1|1
100553140|1|1|1|1|1|1|1
100553143|1|1|1|1|1|1|1
100553145|1|1|1|1|1|1|1
100553148|1|1|1|1|1|1|1
100553150|1|1|1|1|1|1|1
100553155|1|1|1|1|1|1|1
100553161|1|1|1|1|1|1|1
100553163|1|1|1|1|1|1|1
100553164|0|0|1|0|0|0|1
100553165|1|1|1|1|1|0|1
100553166|1|1|1|1|1|1|1
100553169|1|1|1|1|1|1|1
100553172|0|0|1|0|0|0|1
100553175|1|1|1|1|1|1|1
100553178|0|0|1|0|0|0|0
100553179|1|1|0|1|1|1|0
100553183|1|1|0|1|1|0|0
100553186|0|0|1|0|0|0|1
100553190|1|1|1|1|1|1|1
100553192|1|1|1|1|1|1|1
100553193|1|1|1|1|1|1|1
100553197|1|1|0|0|0|1|0
100553200|0|0|1|0|0|0|0
100553206|1|1|1|1|1|1|1
100553220|1|1|0|0|1|0|0
100553222|0|1|1|1|1|1|1
100553228|1|1|0|1|1|1|0
100553230|1|1|1|0|1|1|1
100553240|1|1|1|1|1|1|1
100553242|1|1|1|1|1|1|1
100553250|1|1|0|0|1|1|0
100553261|0|0|1|1|0|0|0
100553262|0|0|0|0|0|1|0
100553266|1|1|1|1|1|1|1
100553277|1|0|1|0|0|1|1
100553283|1|1|1|1|1|1|1
100553284|0|1|1|1|1|0|1
100553287|0|0|0|1|0|0|0
100553291|1|1|1|1|1|1|1
100553293|1|1|1|1|1|1|1
100553294|1|1|1|1|1|1|1
100553298|1|1|0|0|0|1|0
100553302|1|1|1|1|1|1|1
100553303|0|0|1|1|0|0|1
100553305|1|1|1|0|1|1|1
100553312|1|1|1|1|1|1|1
100553316|1|1|1|1|1|1|1
100553317|1|0|1|1|0|1|1
100553322|1|1|0|0|1|1|0
100553326|1|1|0|1|1|1|0
100553329|1|1|1|0|0|1|1
100553331|0|0|0|1|0|0|0
100553334|0|0|1|0|0|0|1
100553339|1|1|1|1|1|1|1
100553340|1|1|0|0|0|1|0
100553342|1|1|1|1|1|1|1
100553343|0|0|1|0|0|1|0
100553363|1|1|1|1|1|1|1
100553365|1|1|1|1|1|1|1
100553366|0|0|1|0|0|0|1
100553369|1|1|1|1|1|1|1
100553372|1|1|1|0|1|1|1
100553374|1|1|1|1|1|0|1
100553376|1|0|0|0|0|1|0
100553383|1|1|1|1|1|1|1
100553387|1|1|1|1|1|1|1
100553388|1|1|1|1|1|1|1
100553390|1|0|0|0|0|0|0
100553394|1|0|1|1|1|0|1
100553396|1|1|1|1|1|1|1
100553398|1|0|0|0|0|0|0
100553400|1|1|1|1|1|1|1
100553407|1|1|1|1|1|1|1
100553408|1|1|1|1|1|1|1
